29,এগার আর দুই যোগ করলে তের হবে,যোগ,Operator
31,এগার আর দুই যোগ করলে তের হবে,আর করলে হবে,Others
32,সাত থেকে পাঁচ বিয়োগ করলে দুই হবে ।,"সাত, পাঁচ ,দুই",Number
33,সাত থেকে পাঁচ বিয়োগ করলে দুই হবে ।,বিয়োগ,Operator
35,সাত থেকে পাঁচ বিয়োগ করলে দুই হবে ।,থেকে করলে হবে,Others
36,তিন থেকে দুই বিয়োগ করলে এক হবে।,"তিন,দুই,এক",Number
37,তিন থেকে দুই বিয়োগ করলে এক হবে।,বিয়োগ,Operator
39,তিন থেকে দুই বিয়োগ করলে এক হবে।,থেকে করলে হবে,Others
40,ছয় থেকে চার বিয়োগ করলে দুই হবে।,"ছয়,চার,দুই",Number
41,ছয় থেকে চার বিয়োগ করলে দুই হবে।,বিয়োগ,Operator
43,ছয় থেকে চার বিয়োগ করলে দুই হবে।,থেকে করলে হবে,Others
44,পাঁচ থেকে চার বিয়োগ করলে এক হবে।,"পাঁচ,চার,এক ",Number
45,পাঁচ থেকে চার বিয়োগ করলে এক হবে।,বিয়োগ,Operator
47,পাঁচ থেকে চার বিয়োগ করলে এক হবে।,থেকে করলে হবে,Others
48,এক আর পাঁচ যোগ করলে ছয় হবে।,"এক, পাঁচ, ছয়",Number
49,এক আর পাঁচ যোগ করলে ছয় হবে।,যোগ,Operator
51,এক আর পাঁচ যোগ করলে ছয় হবে।,আর করলে হবে,Others
52,তিন আর তিন যোগ করলে ছয় হবে।,"তিন, তিন, ছয়",Number
53,তিন আর তিন যোগ করলে ছয় হবে।,যোগ,Operator
55,তিন আর তিন যোগ করলে ছয় হবে।,আর করলে হবে,Others
56,আট থেকে চার বিয়োগ করলে চার হবে।,"আট,চার,চার ",Number
57,আট থেকে চার বিয়োগ করলে চার হবে।,বিয়োগ,Operator
59,আট থেকে চার বিয়োগ করলে চার হবে।,থেকে করলে হবে,Others
60,দশ থেকে পাঁচ বিয়োগ করলে পাঁচ হবে।,"দশ, পাঁচ , পাঁচ ",Number
61,দশ থেকে পাঁচ বিয়োগ করলে পাঁচ হবে।,বিয়োগ,Operator
63,দশ থেকে পাঁচ বিয়োগ করলে পাঁচ হবে।,থেকে করলে হবে,Others
64,শ্রীলংকার জাতীয় ক্রিকেট দলের আঠারো জন খেলোয়াড় বাংলাদেশে খেলতে এসেছেন। বাংলাদেশ দলেও আঠারো জন খেলোয়াড় আছেন। দুই দলে মোট ছত্রিশ জন খেলোয়াড় আছেন।,"আঠারো, আঠারো, ছত্রিশ",Number
65,শ্রীলংকার জাতীয় ক্রিকেট দলের আঠারো জন খেলোয়াড় বাংলাদেশে খেলতে এসেছেন। বাংলাদেশ দলেও আঠারো জন খেলোয়াড় আছেন। দুই দলে মোট ছত্রিশ জন খেলোয়াড় আছেন।,যোগ,Operator
67,শ্রীলংকার জাতীয় ক্রিকেট দলের আঠারো জন খেলোয়াড় বাংলাদেশে খেলতে এসেছেন। বাংলাদেশ দলেও আঠারো জন খেলোয়াড় আছেন। দুই দলে মোট ছত্রিশ জন খেলোয়াড় আছেন।,শ্রীলংকার জাতীয় ক্রিকেট দলের জন খেলোয়াড় বাংলাদেশে খেলতে এসেছেন। বাংলাদেশ দলেও জন খেলোয়াড় আছেন। দুই দলে জন খেলোয়াড় আছেন।,Others
68,একটি বিদ্যালয়ের দ্বিতীয় শ্রেণিতে ছাব্বিশ জন ছাত্রী ও পঁচিশ জন ছাত্র আছে। দ্বিতীয় শ্রেণিতে মোট একান্ন জন শিক্ষার্থী আছে ।," ছাব্বিশ, পঁচিশ, একান্ন",Number
69,একটি বিদ্যালয়ের দ্বিতীয় শ্রেণিতে ছাব্বিশ জন ছাত্রী ও পঁচিশ জন ছাত্র আছে। দ্বিতীয় শ্রেণিতে মোট একান্ন জন শিক্ষার্থী আছে ।,যোগ,Operator
71,একটি বিদ্যালয়ের দ্বিতীয় শ্রেণিতে ছাব্বিশ জন ছাত্রী ও পঁচিশ জন ছাত্র আছে। দ্বিতীয় শ্রেণিতে মোট একান্ন জন শিক্ষার্থী আছে ।,একটি বিদ্যালয়ের শ্রেণিতে জন ছাত্রী ও জন ছাত্র আছে শ্রেণিতে জন শিক্ষার্থী আছে,Others
72,সৃষ্টিদের বাগানে ছাব্বিশ টি গোলাপ গাছ ও চল্লিশ টি বেলি গাছ আছে। বাগানে মোট ছেষট্টি টি গাছ আছে,"ছাব্বিশ, চল্লিশ, ছেষট্টি",Number
73,সৃষ্টিদের বাগানে ছাব্বিশ টি গোলাপ গাছ ও চল্লিশ টি বেলি গাছ আছে। বাগানে মোট ছেষট্টি টি গাছ আছে,যোগ,Operator
75,সৃষ্টিদের বাগানে ছাব্বিশ টি গোলাপ গাছ ও চল্লিশ টি বেলি গাছ আছে। বাগানে মোট ছেষট্টি টি গাছ আছে,সৃষ্টিদের বাগানে টি গোলাপ গাছ ও টি বেলি গাছ আছে। বাগানে টি গাছ আছে,Others
76,আলি তাদের গাছ থেকে দুই কাঁদি ডাব পেড়েছে। এক কাঁদিতে ঊনিশ টি ডাব এবং অন্য কাঁদিতে আঠারো টি ডাব আছে। একত্রে সাতচল্লিশ টি ডাব আছে ।,"দুই, ঊনিশ, আঠারো, সাতচল্লিশ ",Number
77,আলি তাদের গাছ থেকে দুই কাঁদি ডাব পেড়েছে। এক কাঁদিতে ঊনিশ টি ডাব এবং অন্য কাঁদিতে আঠারো টি ডাব আছে। একত্রে সাতচল্লিশ টি ডাব আছে ।,যোগ,Operator
79,আলি তাদের গাছ থেকে দুই কাঁদি ডাব পেড়েছে। এক কাঁদিতে ঊনিশ টি ডাব এবং অন্য কাঁদিতে আঠারো টি ডাব আছে। একত্রে সাতচল্লিশ টি ডাব আছে ।,আলি তাদের গাছ থেকে কাঁদি ডাব পেড়েছে। এক কাঁদিতে টি ডাব এবং অন্য কাঁদিতে টি ডাব আছে। একত্রে টি ডাব আছে,Others
80,ছয়কে দুই দিয়ে গুন করলে বারো হবে।,"ছয়,দুই, বারো ",Number
81,ছয়কে দুই দিয়ে গুন করলে বারো হবে।,গুণ,Operator
83,ছয়কে দুই দিয়ে গুন করলে বারো হবে।,দিয়ে করলে হবে,Others
84,দুইকে দুই দিয়ে গুণ করলে চার হবে।,"দুই,দুই,চার ",Number
85,দুইকে দুই দিয়ে গুণ করলে চার হবে।,গুণ,Operator
87,দুইকে দুই দিয়ে গুণ করলে চার হবে।,দিয়ে করলে হবে,Others
88,দুইকে তিন  দিয়ে গুণ করলে ছয় হবে।,"দুই, তিন, ছয় ",Number
89,দুইকে তিন  দিয়ে গুণ করলে ছয় হবে।,গুণ,Operator
91,দুইকে তিন  দিয়ে গুণ করলে ছয় হবে।,দিয়ে করলে হবে,Others
92,তিনকে তিন দিয়ে গুণ করলে নয় হবে।,"তিন, তিন, নয়",Number
93,তিনকে তিন দিয়ে গুণ করলে নয় হবে।,গুণ,Operator
95,তিনকে তিন দিয়ে গুণ করলে নয় হবে।,দিয়ে করলে হবে,Others
96,আট থেকে সাত বিয়োগ করলে এক হবে।," আট,সাত,এক ",Number
97,আট থেকে সাত বিয়োগ করলে এক হবে।,বিয়োগ,Operator
99,আট থেকে সাত বিয়োগ করলে এক হবে।,থেকে করলে হবে,Others
100,বিশকে দশ দিয়ে ভাগ করলে দুই হবে।,"বিশ,দশ,দুই",Number
101,বিশকে দশ দিয়ে ভাগ করলে দুই হবে।,ভাগ,Operator
103,বিশকে দশ দিয়ে ভাগ করলে দুই হবে।,দিয়ে করলে হবে,Others
104,পঁচিশকে পাঁচ দিয়ে ভাগ করলে পাঁচ হবে।,"পঁঁচিস, পাঁচ,পাঁচ",Number
105,পঁচিশকে পাঁচ দিয়ে ভাগ করলে পাঁচ হবে।,ভাগ,Operator
107,পঁচিশকে পাঁচ দিয়ে ভাগ করলে পাঁচ হবে।,দিয়ে করলে হবে,Others
108,পাঁচকে দুই দিয়ে গুণ করলে দশ হবে।,"পাঁচ, দুই, দশ ",Number
109,পাঁচকে দুই দিয়ে গুণ করলে দশ হবে।,গুণ,Operator
111,পাঁচকে দুই দিয়ে গুণ করলে দশ হবে।,দিয়ে করলে হবে,Others
112,তিনকে সাত দিয়ে গুণ করলে একুশ হবে।,"তিন, সাত, একুশ ",Number
113,তিনকে সাত দিয়ে গুণ করলে একুশ হবে।,গুণ,Operator
115,তিনকে সাত দিয়ে গুণ করলে একুশ হবে।,দিয়ে করলে হবে,Others
116,ছয়কে তিন দিয়ে গুণ করলে আঠারো হবে।,"ছয়, তিন, আঠারো",Number
117,ছয়কে তিন দিয়ে গুণ করলে আঠারো হবে।,গুণ,Operator
119,ছয়কে তিন দিয়ে গুণ করলে আঠারো হবে।,দিয়ে করলে হবে,Others
120,বারো থেকে দুই বিয়োগ করলে দশ হবে।,"বারো , দুই, দশ ",Number
121,বারো থেকে দুই বিয়োগ করলে দশ হবে।,বিয়োগ,Operator
123,বারো থেকে দুই বিয়োগ করলে দশ হবে।,থেকে করলে হবে,Others
124,পনের কে তিন দিয়ে ভাগ করলে পাঁচ হবে।,"পনের, তিন, পাঁচ",Number
125,পনের কে তিন দিয়ে ভাগ করলে পাঁচ হবে।,ভাগ,Operator
127,পনের কে তিন দিয়ে ভাগ করলে পাঁচ হবে।,দিয়ে করলে হবে,Others
128,পনের থেকে দুই বিয়োগ করলে তের হবে।,"পনের, দুই, তের ",Number
129,পনের থেকে দুই বিয়োগ করলে তের হবে।,বিয়োগ,Operator
131,পনের থেকে দুই বিয়োগ করলে তের হবে।,থেকে করলে হবে,Others
132,দশকে তিন দিয়ে গুণ করলে ত্রিশ হবে।,"দশ,তিন, ত্রিশ",Number
133,দশকে তিন দিয়ে গুণ করলে ত্রিশ হবে।,গুণ,Operator
135,দশকে তিন দিয়ে গুণ করলে ত্রিশ হবে।,দিয়ে করলে হবে,Others
136,বিশকে দুই দিয়ে গুণ করলে চল্লিশ হবে।,"বিশ, দুই, চল্লিশ",Number
137,বিশকে দুই দিয়ে গুণ করলে চল্লিশ হবে।,গুণ,Operator
139,বিশকে দুই দিয়ে গুণ করলে চল্লিশ হবে।,দিয়ে করলে হবে,Others
140,বিশ থেকে ছয় বিয়োগ করলে চৌদ্দ হবে।,"বিশ, ছয় , চৌদ্দ",Number
141,বিশ থেকে ছয় বিয়োগ করলে চৌদ্দ হবে।,বিয়োগ,Operator
143,বিশ থেকে ছয় বিয়োগ করলে চৌদ্দ হবে।,থেকে করলে হবে,Others
144,বাইশ থেকে দুই বিয়োগ করলে বিশ হবে।,"বাইশ, দুই, বিশ ",Number
145,বাইশ থেকে দুই বিয়োগ করলে বিশ হবে।,বিয়োগ,Operator
147,বাইশ থেকে দুই বিয়োগ করলে বিশ হবে।,থেকে করলে হবে,Others
148,চারকে পাঁচ দিয়ে গুণ করলে বিশ হবে,"চার, পাঁচ, বিশ",Number
149,চারকে পাঁচ দিয়ে গুণ করলে বিশ হবে,গুণ,Operator
151,চারকে পাঁচ দিয়ে গুণ করলে বিশ হবে,দিয়ে করলে হবে,Others
152,দুইকে দুই দিয়ে ভাগ করলে এক হবে।,"দুই, দুই, এক ",Number
153,দুইকে দুই দিয়ে ভাগ করলে এক হবে।,ভাগ,Operator
155,দুইকে দুই দিয়ে ভাগ করলে এক হবে।,দিয়ে করলে হবে,Others
156,তিনকে পাঁচ দিয়ে গুণ করলে পনেরো হবে।,"তিন, পাঁচ, পনেরো ",Number
157,তিনকে পাঁচ দিয়ে গুণ করলে পনেরো হবে।,গুণ,Operator
159,তিনকে পাঁচ দিয়ে গুণ করলে পনেরো হবে।,দিয়ে করলে হবে,Others
160,তিন কে আট দিয়ে গুণ করলে চব্বিশ হবে।,"তিন, আট, চব্বিশ",Number
161,তিন কে আট দিয়ে গুণ করলে চব্বিশ হবে।,গুণ,Operator
163,তিন কে আট দিয়ে গুণ করলে চব্বিশ হবে।,দিয়ে করলে হবে,Others
164,আঠারো থেকে বারো বিয়োগ করলে  ছয় হবে।,"আঠারো, বারো, ছয় ",Number
165,আঠারো থেকে বারো বিয়োগ করলে  ছয় হবে।,বিয়োগ,Operator
167,আঠারো থেকে বারো বিয়োগ করলে  ছয় হবে।,থেকে করলে হবে,Others
168,সতেরো থেকে সাত বিয়োগ করলে দশ হবে।,"সতেরো, সাত, দশ ",Number
169,সতেরো থেকে সাত বিয়োগ করলে দশ হবে।,বিয়োগ,Operator
171,সতেরো থেকে সাত বিয়োগ করলে দশ হবে।,থেকে করলে হবে,Others
172,সাত থেকে চার বিয়োগ করলে তিন হবে।,"সাত, চার, তিন ",Number
173,সাত থেকে চার বিয়োগ করলে তিন হবে।,বিয়োগ,Operator
175,সাত থেকে চার বিয়োগ করলে তিন হবে।,থেকে করলে হবে,Others
176,বিশকে পাঁচ দিয়ে ভাগ করলে চার হবে।,"বিশ, পাঁচ, চার ",Number
177,বিশকে পাঁচ দিয়ে ভাগ করলে চার হবে।,ভাগ,Operator
179,বিশকে পাঁচ দিয়ে ভাগ করলে চার হবে।,দিয়ে করলে হবে,Others
180,আঠারো কে নয় দিয়ে ভাগ করলে দুই হবে।,"আঠারো, নয়, দুই ",Number
181,আঠারো কে নয় দিয়ে ভাগ করলে দুই হবে।,ভাগ,Operator
183,আঠারো কে নয় দিয়ে ভাগ করলে দুই হবে।,দিয়ে করলে হবে,Others
184,দশকে পাঁচ দিয়ে ভাগ করলে দুই হবে।,"দশ,পাঁচ, দুই ",Number
185,দশকে পাঁচ দিয়ে ভাগ করলে দুই হবে।,ভাগ,Operator
187,দশকে পাঁচ দিয়ে ভাগ করলে দুই হবে।,দিয়ে করলে হবে,Others
188,চৌদ্দ থেকে সাত বিয়োগ করলে সাত হবে।,"চৌদ্দ , সাত, সাত ",Number
189,চৌদ্দ থেকে সাত বিয়োগ করলে সাত হবে।,বিয়োগ,Operator
191,চৌদ্দ থেকে সাত বিয়োগ করলে সাত হবে।,থেকে করলে হবে,Others
192,নয়কে তিন দিয়ে ভাগ করলে তিন হবে।,"নয়, তিন, তিন ",Number
193,নয়কে তিন দিয়ে ভাগ করলে তিন হবে।,ভাগ,Operator
195,নয়কে তিন দিয়ে ভাগ করলে তিন হবে।,দিয়ে করলে হবে,Others
196,তিনকে নয় দিয়ে গুণ করলে সাতাশ হবে।,"তিন, নয়, সাতাশ ",Number
197,তিনকে নয় দিয়ে গুণ করলে সাতাশ হবে।,গুণ,Operator
199,তিনকে নয় দিয়ে গুণ করলে সাতাশ হবে।,দিয়ে করলে হবে,Others
200,তিনকে চার দিয়ে গুণ করলে বারো হবে।,"তিন, চার, বারো ",Number
201,তিনকে চার দিয়ে গুণ করলে বারো হবে।,গুণ,Operator
203,তিনকে চার দিয়ে গুণ করলে বারো হবে।,দিয়ে করলে হবে,Others
204,চারকে দুই দিয়ে গুণ করলে আট হবে।,"চার, দুই, আট ",Number
205,চারকে দুই দিয়ে গুণ করলে আট হবে।,গুণ,Operator
207,চারকে দুই দিয়ে গুণ করলে আট হবে।,দিয়ে করলে হবে,Others
208,চারকে চার দিয়ে গুণ করলে ষোল হবে।,"চার, চার, ষোল ",Number
209,চারকে চার দিয়ে গুণ করলে ষোল হবে।,গুণ,Operator
211,চারকে চার দিয়ে গুণ করলে ষোল হবে।,দিয়ে করলে হবে,Others
212,শান্তিদের পারিবারিক লাইব্রেরিতে গল্পের বায়ান্ন টি বই ও আটত্রিশ টি অন্য বিষয়ের বই আছে লাইব্রেরিতে মোট আশি টি বই আছে,"বায়ান্ন,  আটত্রিশ, আশি",Number
213,শান্তিদের পারিবারিক লাইব্রেরিতে গল্পের বায়ান্ন টি বই ও আটত্রিশ টি অন্য বিষয়ের বই আছে লাইব্রেরিতে মোট আশি টি বই আছে,যোগ,Operator
215,শান্তিদের পারিবারিক লাইব্রেরিতে গল্পের বায়ান্ন টি বই ও আটত্রিশ টি অন্য বিষয়ের বই আছে লাইব্রেরিতে মোট আশি টি বই আছে,শান্তিদের পারিবারিক লাইব্রেরিতে গল্পের টি বই ও টি অন্য বিষয়ের বই আছে লাইব্রেরিতে মোট টি বই আছে,Others
216,পাঁচকে ছয়  দিয়ে গুণ করলে  ত্রিশ হবে।,"পাঁচ, ছয়, ত্রিশ",Number
217,পাঁচকে ছয়  দিয়ে গুণ করলে  ত্রিশ হবে।,গুণ,Operator
219,পাঁচকে ছয়  দিয়ে গুণ করলে  ত্রিশ হবে।,দিয়ে করলে হবে,Others
220,ছয়কে ছয় দিয়ে গুণ করলে ছত্রিশ হবে।,"ছয়, ছয়, ছত্রিশ",Number
221,ছয়কে ছয় দিয়ে গুণ করলে ছত্রিশ হবে।,গুণ,Operator
223,ছয়কে ছয় দিয়ে গুণ করলে ছত্রিশ হবে।,দিয়ে করলে হবে,Others
224,রাজু বাজার থেকে পঁয়তাল্লিশ টাকার মাছ ও আটত্রিশ টাকার সবজি কিনল। সে মোট তিরাশি টাকা খরচ করল,"পঁয়তাল্লিশ,  আটত্রিশ, তিরাশি",Number
225,রাজু বাজার থেকে পঁয়তাল্লিশ টাকার মাছ ও আটত্রিশ টাকার সবজি কিনল। সে মোট তিরাশি টাকা খরচ করল,যোগ,Operator
227,রাজু বাজার থেকে পঁয়তাল্লিশ টাকার মাছ ও আটত্রিশ টাকার সবজি কিনল। সে মোট তিরাশি টাকা খরচ করল,রাজু বাজার থেকে টাকার মাছ ও টাকার সবজি কিনল। সে মোট টাকা খরচ করল,Others
228,পনেরো থেকে পাঁচ বিয়োগ করলে দশ হবে।,"পনেরো, পাঁচ, দশ ",Number
229,পনেরো থেকে পাঁচ বিয়োগ করলে দশ হবে।,বিয়োগ,Operator
231,পনেরো থেকে পাঁচ বিয়োগ করলে দশ হবে।,থেকে করলে হবে,Others
232,দশ থেকে দুই বিয়োগ করলে আট হবে।,"দশ, দুই, আট ",Number
233,দশ থেকে দুই বিয়োগ করলে আট হবে।,বিয়োগ,Operator
235,দশ থেকে দুই বিয়োগ করলে আট হবে।,থেকে করলে হবে,Others
236,ত্রিশ থেকে দশ বিয়োগ করলে বিশ হবে।,"ত্রিশ, দশ, বিশ ",Number
237,ত্রিশ থেকে দশ বিয়োগ করলে বিশ হবে।,বিয়োগ,Operator
239,ত্রিশ থেকে দশ বিয়োগ করলে বিশ হবে।,থেকে করলে হবে,Others
240,পঞ্চাশ কে দুই  দিয়ে গুন করলে একশ হবে,"পঞ্চাশ , দুই  , একশ ",Number
241,পঞ্চাশ কে দুই  দিয়ে গুন করলে একশ হবে,গুন,Operator
243,পঞ্চাশ কে দুই  দিয়ে গুন করলে একশ হবে,দিয়ে করলে হবে,Others
244,অনি ও তার বন্ধুরা দুই দলে একুশে ফেব্রুয়ারির প্রভাত ফেরিতে গেল ।এক দলে ঊনত্রিশ জন ও অন্য দলে পঁয়ত্রিশ জন আছে। দুই দলে চৌষট্টি জন আছে,"একুশে, ঊনত্রিশ, পঁয়ত্রিশ, চৌষট্টি ",Number
245,অনি ও তার বন্ধুরা দুই দলে একুশে ফেব্রুয়ারির প্রভাত ফেরিতে গেল ।এক দলে ঊনত্রিশ জন ও অন্য দলে পঁয়ত্রিশ জন আছে। দুই দলে চৌষট্টি জন আছে,যোগ,Operator
247,অনি ও তার বন্ধুরা দুই দলে একুশে ফেব্রুয়ারির প্রভাত ফেরিতে গেল ।এক দলে ঊনত্রিশ জন ও অন্য দলে পঁয়ত্রিশ জন আছে। দুই দলে চৌষট্টি জন আছে,অনি ও তার বন্ধুরা দুই দলে ফেব্রুয়ারির প্রভাত ফেরিতে গেল ।এক দলে জন ও অন্য দলে জন আছে। দুই দলে জন আছে,Others
248,নয় থেকে ছয় বিয়োগ করলে তিন হবে।,"নয় , ছয়, তিন ",Number
249,নয় থেকে ছয় বিয়োগ করলে তিন হবে।,বিয়োগ,Operator
251,নয় থেকে ছয় বিয়োগ করলে তিন হবে।,থেকে করলে হবে,Others
252,রিয়াজ তার চৌবাচ্চায় পঁয়ত্রিশ টি শিং মাছ ও সাতচল্লিশ টি তেলাপিয়া মাছ রাখল । সে বিরাশি টি মাছ চৌবাচ্চায় রাখল,"পঁয়ত্রিশ, সাতচল্লিশ, বিরাশি ",Number
253,রিয়াজ তার চৌবাচ্চায় পঁয়ত্রিশ টি শিং মাছ ও সাতচল্লিশ টি তেলাপিয়া মাছ রাখল । সে বিরাশি টি মাছ চৌবাচ্চায় রাখল,যোগ,Operator
255,রিয়াজ তার চৌবাচ্চায় পঁয়ত্রিশ টি শিং মাছ ও সাতচল্লিশ টি তেলাপিয়া মাছ রাখল । সে বিরাশি টি মাছ চৌবাচ্চায় রাখল,রিয়াজ তার চৌবাচ্চায় টি শিং মাছ ও টি তেলাপিয়া মাছ রাখল । সে টি মাছ চৌবাচ্চায় রাখল,Others
256,পাঁচ থেকে দুই বিয়োগ করলে তিন হবে।,"পাঁচ, দুই, তিন ",Number
257,পাঁচ থেকে দুই বিয়োগ করলে তিন হবে।,বিয়োগ,Operator
259,পাঁচ থেকে দুই বিয়োগ করলে তিন হবে।,থেকে করলে হবে,Others
260,বিশকে দুই দিয়ে গুন করলে চল্লিশ হবে,"বিশ , দুই , চল্লিশ ",Number
261,বিশকে দুই দিয়ে গুন করলে চল্লিশ হবে,গুন,Operator
263,বিশকে দুই দিয়ে গুন করলে চল্লিশ হবে,দিয়ে করলে হবে,Others
264,আকাশ তার বাড়ির সামনে দিয়ে সকালে  চল্লিশ টি গাড়ি ও বিকালে ছত্রিশ টি গাড়ি যেতে দেখেছে। ঐ দিন বাড়ির সামনে দিয়ে সে তিয়াত্তর টি গাড়ি যেতে দেখেছে,"চল্লিশ, ছত্রিশ, তিয়াত্তর",Number
265,আকাশ তার বাড়ির সামনে দিয়ে সকালে  চল্লিশ টি গাড়ি ও বিকালে ছত্রিশ টি গাড়ি যেতে দেখেছে। ঐ দিন বাড়ির সামনে দিয়ে সে তিয়াত্তর টি গাড়ি যেতে দেখেছে,যোগ,Operator
267,আকাশ তার বাড়ির সামনে দিয়ে সকালে  চল্লিশ টি গাড়ি ও বিকালে ছত্রিশ টি গাড়ি যেতে দেখেছে। ঐ দিন বাড়ির সামনে দিয়ে সে তিয়াত্তর টি গাড়ি যেতে দেখেছে,আকাশ তার বাড়ির সামনে দিয়ে সকালে  টি গাড়ি ও বিকালে টি গাড়ি যেতে দেখেছে। ঐ দিন বাড়ির সামনে দিয়ে সে টি গাড়ি যেতে দেখেছে,Others
268,পয়তাল্লিশকে পাঁচ দিয়ে ভাগ করলে নয় হবে,"পঁয়তাল্লিশ , পাঁচ , নয়",Number
269,পয়তাল্লিশকে পাঁচ দিয়ে ভাগ করলে নয় হবে,ভাগ,Operator
271,পয়তাল্লিশকে পাঁচ দিয়ে ভাগ করলে নয় হবে,দিয়ে করলে হবে,Others
272,সাতকে দুই দিয়ে গুণ করলে চৌদ্দ হবে।,"সাত, দুই, চৌদ্দ ",Number
273,সাতকে দুই দিয়ে গুণ করলে চৌদ্দ হবে।,গুণ,Operator
275,সাতকে দুই দিয়ে গুণ করলে চৌদ্দ হবে।,দিয়ে করলে হবে,Others
276,একশকে পাঁচ দিয়ে ভাগ করলে বিশ হবে,"একশ , পাঁচ , বিশ",Number
277,একশকে পাঁচ দিয়ে ভাগ করলে বিশ হবে,ভাগ,Operator
279,একশকে পাঁচ দিয়ে ভাগ করলে বিশ হবে,দিয়ে করলে হবে,Others
280,একজন দোকানদার তার দোকানে ক্রেতার সংখ্যা গণনা করেন । প্রথম দিন তেত্রিশ জন ক্রেতা এসেছিলেন। পরের দিন একত্রিশ জন ক্রেতা এসেছিলেন। ওই দুই দিনে তার দোকানে চৌষট্টি জন ক্রেতা এসেছিলেন,"তেত্রিশ, একত্রিশ,দুই , চৌষট্টি",Number
281,একজন দোকানদার তার দোকানে ক্রেতার সংখ্যা গণনা করেন । প্রথম দিন তেত্রিশ জন ক্রেতা এসেছিলেন। পরের দিন একত্রিশ জন ক্রেতা এসেছিলেন। ওই দুই দিনে তার দোকানে চৌষট্টি জন ক্রেতা এসেছিলেন,যোগ,Operator
283,একজন দোকানদার তার দোকানে ক্রেতার সংখ্যা গণনা করেন । প্রথম দিন তেত্রিশ জন ক্রেতা এসেছিলেন। পরের দিন একত্রিশ জন ক্রেতা এসেছিলেন। ওই দুই দিনে তার দোকানে চৌষট্টি জন ক্রেতা এসেছিলেন,একজন দোকানদার তার দোকানে ক্রেতার সংখ্যা গণনা করেন । প্রথম দিন  জন ক্রেতা এসেছিলেন। পরের দিন জন ক্রেতা এসেছিলেন। ওই দিনে তার দোকানে জন ক্রেতা এসেছিলেন,Others
284,চল্লিশ থেকে পাঁচ বিয়োগ করলে পয়ত্রিশ হবে।,"চল্লিশ, পাঁচ, পয়ত্রিশ ",Number
285,চল্লিশ থেকে পাঁচ বিয়োগ করলে পয়ত্রিশ হবে।,বিয়োগ,Operator
287,চল্লিশ থেকে পাঁচ বিয়োগ করলে পয়ত্রিশ হবে।,থেকে করলে হবে,Others
288,ষাট এর সাথে দুই যোগ করলে বাষট্টি হবে,"ষাট , দুই , বাষট্টি ",Number
289,ষাট এর সাথে দুই যোগ করলে বাষট্টি হবে,যোগ,Operator
291,ষাট এর সাথে দুই যোগ করলে বাষট্টি হবে,এর সাথে করলে হবে,Others
292,একশকে দশ দিয়ে ভাগ করলে দশ হবে,"একশ , দশ , দশ",Number
293,একশকে দশ দিয়ে ভাগ করলে দশ হবে,ভাগ,Operator
295,একশকে দশ দিয়ে ভাগ করলে দশ হবে,দিয়ে করলে হবে,Others
296,বিশ থেকে পাঁচ বিয়োগ করলে পনেরো হবে।,"বিশ,  পাঁচ, পনেরো",Number
297,বিশ থেকে পাঁচ বিয়োগ করলে পনেরো হবে।,বিয়োগ,Operator
299,বিশ থেকে পাঁচ বিয়োগ করলে পনেরো হবে।,থেকে করলে হবে,Others
